147,00;"JIF ";"2";"1";9;"JIFA-2B08";20 02 08 00 ;"20020800";;;;40;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148,00;"LND ";"2";"1";;"LNDA-2B08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150,00;"LND ";"2";"2";;"LNDB-4B08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151,00;"JIF ";"2";"1";10;"JIFA-2B09";20 02 09 00 ;"20020900";;;;40;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152,00;"LND ";"2";"1";;"LNDA-2B09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154,00;"LND ";"2";"2";;"LNDB-4B09";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155,00;"JIF ";"2";"1";11;"JIFA-2B10";20 02 0A 00 ;"20020A00";;;;40;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156,00;"LND ";"2";"1";;"LNDA-2B10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157,00;"JIF ";"2";"2";11;"JIFB-4B10";20 02 0A 00 ;"20020A00";;;;40;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158,00;"LND ";"2";"2";;"LNDB-4B10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161,00;"JIF ";"2";"1";12;"JIFA-2B11";20 02 0B 00 ;"20020B00";;;;40;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162,00;"LND ";"2";"1";;"LNDA-2B11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163,00;"JIF ";"2";"2";12;"JIFB-4B11";20 02 0B 00 ;"20020B00";;;;40;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164,00;"LND ";"2";"2";;"LNDB-4B11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165,00;"JIF ";"2";"1";13;"JIFA-2B12";20 02 0C 00 ;"20020C00";;;;40;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166,00;"LND ";"2";"1";;"LNDA-2B12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167,00;"JIF ";"2";"2";13;"JIFB-4B12";20 02 0C 00 ;"20020C00";;;;40;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168,00;"LND ";"2";"2";;"LNDB-4B12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169,00;"JIF ";"2";"1";14;"JIFA-2B13";20 02 0D 00 ;"20020D00";;;;40;416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170,00;"LND ";"2";"1";;"LNDA-2B13";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171,00;"JIF ";"2";"2";14;"JIFB-4B13";20 02 0D 00 ;"20020D00";;;;40;416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172,00;"LND ";"2";"2";;"LNDB-4B13";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173,00;"JIF ";"2";"1";15;"JIFA-2B14";20 02 0E 00 ;"20020E00";;;;40;448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174,00;"LND ";"2";"1";;"LNDA-2B14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176,00;"LND ";"2";"2";;"LNDB-4B14";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177,00;"JIF ";"2";"1";16;"JIFA-2B15";20 02 0F 00 ;"20020F00";;;;40;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178,00;"LND ";"2";"1";;"LNDA-2B15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180,00;"LND ";"2";"2";;"LNDB-4B15";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181,00;"PTEL";"2";;2;"EPOS_002";20 03 02 00 ;"20030200";;;;6;68;0;;;;;;;;;0;2;;;;;;;;;;;;;;;;;;;"11";;
183,00;"LNP ";"2";"1";;"LNPA_2B02-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184,00;"LNP ";"2";"2";;"LNPB_4B02-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185,00;"PTEL";"2";;3;"EPOS_003";20 03 03 00 ;"20030300";;;;6;100;0;;;;;;;;;0;3;;;;;;;;;;;;;;;;;;;"11";;
187,00;"LNP ";"2";"1";;"LNPA_2B03-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188,00;"LNP ";"2";"2";;"LNPB_4B03-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197,00;"PTEL";"2";;6;"EPOS_006";20 03 06 00 ;"20030600";;;;6;196;0;;;;;;;;;0;6;;;;;;;;;;;;;;;;;;;"11";;
199,00;"LNP ";"2";"1";;"LNPA_2B06-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200,00;"LNP ";"2";"2";;"LNPB_4B06-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,00;"PTEL";"2";;7;"EPOS_007";20 03 07 00 ;"20030700";;;;6;228;0;;;;;;;;;0;7;;;;;;;;;;;;;;;;;;;"11";;
203,00;"LNP ";"2";"1";;"LNPA_2B07-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204,00;"LNP ";"2";"2";;"LNPB_4B07-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205,00;"PTEL";"2";;8;"EPOS_008";20 03 08 00 ;"20030800";;;;6;260;0;;;;;;;;;0;8;;;;;;;;;;;;;;;;;;;"11";;
207,00;"LNP ";"2";"1";;"LNPA_2B08-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208,00;"LNP ";"2";"2";;"LNPB_4B08-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209,00;"PTEL";"2";;9;"EPOS_009";20 03 09 00 ;"20030900";;;;6;292;0;;;;;;;;;0;9;;;;;;;;;;;;;;;;;;;"11";;
211,00;"LNP ";"2";"1";;"LNPA_2B09-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212,00;"LNP ";"2";"2";;"LNPB_4B09-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214,00;"PTAC";"2";"0";155;"POTAC_10";20 03 0A 00 ;"20030A00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215,00;"LNP ";"2";"1";;"LNPA_2B10-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216,00;"LNP ";"2";"2";;"LNPB_4B10-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218,00;"PTAC";"2";"0";156;"POTAC_11";20 03 0B 00 ;"20030B00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219,00;"LNP ";"2";"1";;"LNPA_2B11-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220,00;"LNP ";"2";"2";;"LNPB_4B11-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221,00;"PTEL";"2";;12;"EPOS_012";20 03 0C 00 ;"20030C00";;;;6;388;0;;;;;;;;;0;12;;;;;;;;;;;;;;;;;;;"11";;
223,00;"LNP ";"2";"1";;"LNPA_2B12-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224,00;"LNP ";"2";"2";;"LNPB_4B12-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226,00;"PTAC";"2";"0";158;"POTAC_13";20 03 0D 00 ;"20030D00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227,00;"LNP ";"2";"1";;"LNPA_2B13-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
